gid;gml_id;Type (code);Type;Type;Statut (code);Statut;Status;Largeur;Commune;Gemeente;Coordonnées géographiques;Geo Shape;begin_date;end_date;last_check_or_update
2950;ac.fid--5822db6_19cbcb82e55_-2b41;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;3.31;Anderlecht;Anderlecht;50.823759977953976, 4.313633040276299;"{""coordinates"": [[[4.31656036882495, 50.823432597192124], [4.316434144092971, 50.82345708297484], [4.316276874721994, 50.82348583552709], [4.316023441173488, 50.823528402390345], [4.315799854784348, 50.82356513455721], [4.315619217861262, 50.82359225805379], [4.315386828772848, 50.82362448217416], [4.315179045056506, 50.8236507910591], [4.314811307886547, 50.823692775992306], [4.314389120435565, 50.82373207688526], [4.313962887331467, 50.82376223272428], [4.313529326269075, 50.82379031598207], [4.312473089809646, 50.82385784151751], [4.311683933570396, 50.82390917686397], [4.310909794807914, 50.82395916557126], [4.310749673122336, 50.823968242489414], [4.310711950201189, 50.823974300568615], [4.310693486019068, 50.82397726580268]]], ""type"": ""MultiLineString""}";;;
3304;ac.fid--5822db6_19cbcb82e55_-2b3e;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.44;Anderlecht;Anderlecht;50.81215836345637, 4.289411454943343;"{""coordinates"": [[[4.289402693974491, 50.81198289789187], [4.289408882168417, 50.81209986204458], [4.289412917902739, 50.81218829747327], [4.289417008290973, 50.81227821804957], [4.289420159298269, 50.812333830824066]]], ""type"": ""MultiLineString""}";;;
4084;ac.fid--5822db6_19cbcb82e55_-2b37;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.081;Anderlecht;Anderlecht;50.86032989789054, 4.288307379659892;"{""coordinates"": [[[4.288214211910636, 50.860277650674476], [4.288349320841274, 50.86035250321721], [4.288399067639618, 50.86038461612817]]], ""type"": ""MultiLineString""}";;;
3520;ac.fid--5822db6_19cbcb82e55_-2b2b;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.34;Anderlecht;Anderlecht;50.81699268434901, 4.257814835997365;"{""coordinates"": [[[4.25790449580738, 50.816962376014786], [4.257725176187352, 50.81702299268325]]], ""type"": ""MultiLineString""}";;;
1138;ac.fid--5822db6_19cbcb82e55_-2cd6;11;Aménagement cyclopiéton bidirectionelle;Tweerichtings gedeeld voet/fietspad;1;Existant;Bestaand;2.13;Schaerbeek;Schaarbeek;50.85999320881053, 4.422668365210293;"{""coordinates"": [[[4.422783934553403, 50.85994968576644], [4.422682523196336, 50.85998604993835], [4.422553890210505, 50.86003955956716]]], ""type"": ""MultiLineString""}";2017-06-01T02:00:00+02:00;;2024-09-23T02:00:00+02:00
1557;ac.fid--5822db6_19cbcb82e55_-2caf;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.11;Schaerbeek;Schaarbeek;50.88028633474438, 4.401396530746672;"{""coordinates"": [[[4.40160726456475, 50.880382638924615], [4.401450867671059, 50.880311194645095], [4.401299380368613, 50.880241586013526], [4.401190559586317, 50.880192892367795], [4.401186106685807, 50.88019112422354], [4.401185430513828, 50.88019085573124]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-09-20T02:00:00+02:00
2049;ac.fid--5822db6_19cbcb82e55_-2c9b;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.799;Schaerbeek;Schaarbeek;50.85780138970252, 4.417116014766915;"{""coordinates"": [[[4.417150683042058, 50.85783581945941], [4.417081346491771, 50.857766959945636]]], ""type"": ""MultiLineString""}";2009-06-01T02:00:00+02:00;;2024-09-19T02:00:00+02:00
1877;ac.fid--5822db6_19cbcb82e55_-2c6b;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.117;Schaerbeek;Schaarbeek;50.85642965931132, 4.378001762655061;"{""coordinates"": [[[4.378131975398844, 50.85692201696277], [4.378110148989824, 50.856843961363694], [4.378054702071029, 50.85662979574805], [4.377984509862022, 50.85636678149371], [4.377917974832753, 50.85611322693765], [4.377891647723392, 50.85600646987394], [4.377876703911985, 50.855936025881384]]], ""type"": ""MultiLineString""}";2015-01-01T01:00:00+01:00;;2024-09-17T02:00:00+02:00
1818;ac.fid--5822db6_19cbcb82e55_-2c1e;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.894;Schaerbeek;Schaarbeek;50.87054565482994, 4.402745435042805;"{""coordinates"": [[[4.402763172065237, 50.87056533622314], [4.402727698020373, 50.87052597343674]]], ""type"": ""MultiLineString""}";2009-06-01T02:00:00+02:00;;
1439;ac.fid--5822db6_19cbcb82e55_-2c17;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.69;Schaerbeek;Schaarbeek;50.849067856389894, 4.402357606346769;"{""coordinates"": [[[4.40264558590696, 50.849101924239676], [4.402069626786578, 50.849033788540105]]], ""type"": ""MultiLineString""}";2019-10-01T02:00:00+02:00;;2024-09-20T02:00:00+02:00
1583;ac.fid--5822db6_19cbcb82e55_-2b8b;14;Chemin cyclo-piéton;Fiets-/voetgangersweg;1;Existant;Bestaand;3.21;Schaerbeek;Schaarbeek;50.88092458740444, 4.391781814255837;"{""coordinates"": [[[4.391880746548439, 50.880792960185815], [4.391837122554108, 50.880859980312216], [4.391746930062937, 50.880972972263855], [4.39167184117387, 50.88104712442025]]], ""type"": ""MultiLineString""}";;;2024-09-19T02:00:00+02:00
735;ac.fid--5822db6_19cbcb82e55_-2b78;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.14;Schaerbeek;Schaarbeek;50.86821968973573, 4.385706220585955;"{""coordinates"": [[[4.385744462005365, 50.86802459862515], [4.385754466270997, 50.868048744718706], [4.385768262808365, 50.86807799786582], [4.385748350279694, 50.86813254145873], [4.385740464314637, 50.8681509163743], [4.385727276025412, 50.86818061821466], [4.385694389351356, 50.868259201251334], [4.385666999169288, 50.868320611573616], [4.385655292145629, 50.868345230635626], [4.385637717215071, 50.86838220051532], [4.38562926448606, 50.86839888978767], [4.385622296875631, 50.86841268055094]]], ""type"": ""MultiLineString""}";2009-08-01T02:00:00+02:00;;2024-09-24T02:00:00+02:00
1971;ac.fid--5822db6_19cbcb82e55_-2b58;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;3.381;Schaerbeek;Schaarbeek;50.86551176478762, 4.383265414973076;"{""coordinates"": [[[4.383553077064204, 50.865622086824494], [4.382977752881949, 50.865401442750745]]], ""type"": ""MultiLineString""}";2015-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
854;ac.fid--5822db6_19cbcb82e55_-2b01;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;2.93;Schaerbeek;Schaarbeek;50.86618019879319, 4.386250236738466;"{""coordinates"": [[[4.386750858022566, 50.86618980567179], [4.385749615454366, 50.866170591914596]]], ""type"": ""MultiLineString""}";2020-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
1182;ac.fid--5822db6_19cbcb82e55_-2af9;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;3.32;Schaerbeek;Schaarbeek;50.87103814158629, 4.406168864692067;"{""coordinates"": [[[4.405892799842573, 50.87073775999854], [4.405933164565806, 50.87078321701513], [4.405987381792553, 50.87084154975569], [4.406119812188368, 50.87098421964282], [4.406338690975804, 50.87122594506243], [4.40640820714741, 50.87129252204403], [4.406449152768033, 50.871334422187104]]], ""type"": ""MultiLineString""}";2014-08-01T02:00:00+02:00;;2024-09-20T02:00:00+02:00
2726;ac.fid--5822db6_19cbcb82e55_-2c9c;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.036;Ixelles;Elsene;50.83563950338832, 4.37541133274805;"{""coordinates"": [[[4.375456260160711, 50.83566917344453], [4.375431068846195, 50.83564930978991], [4.375406646202687, 50.83563403321069], [4.375363045033941, 50.835615585200394]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-09-25T02:00:00+02:00
3621;ac.fid--5822db6_19cbcb82e55_-2c98;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;2.82;Ixelles;Elsene;50.82845961896258, 4.380671422812773;"{""coordinates"": [[[4.38151726275752, 50.82778087965292], [4.381290336333745, 50.82796290082863], [4.381151803118419, 50.82807376614654], [4.380963021640215, 50.82822518416583], [4.380777025730421, 50.82837511773544], [4.380639259324313, 50.82848442102616], [4.380398345724765, 50.8286777696715], [4.380109693684339, 50.82891089425961], [4.380033911185326, 50.82897301503565], [4.379826596550662, 50.82913961452062]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-09-26T02:00:00+02:00
2719;ac.fid--5822db6_19cbcb82e55_-2c65;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.067;Ixelles;Elsene;50.81115670319437, 4.385944601589733;"{""coordinates"": [[[4.385969416270822, 50.811158483263654], [4.385957964691688, 50.8111589885424], [4.385948296052865, 50.81115853893465], [4.38593835214464, 50.81115689111812], [4.385929222570465, 50.81115419748755], [4.385920662529776, 50.81115022164364]]], ""type"": ""MultiLineString""}";;;
2496;ac.fid--5822db6_19cbcb82e55_-2c49;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.974;Ixelles;Elsene;50.82748372177606, 4.35888832677991;"{""coordinates"": [[[4.358857691833038, 50.827504240289244], [4.358918961726784, 50.82746320326289]]], ""type"": ""MultiLineString""}";;;
2708;ac.fid--5822db6_19cbcb82e55_-2c3c;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.629;Ixelles;Elsene;50.83358635819841, 4.3590853724825855;"{""coordinates"": [[[4.359043754224806, 50.83357192744844], [4.359126990740364, 50.833600788948395]]], ""type"": ""MultiLineString""}";2007-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
252;ac.fid--5822db6_19cbcb82e55_-2c2b;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;3.499;Ixelles;Elsene;50.818270576522046, 4.404714072703746;"{""coordinates"": [[[4.404819463417796, 50.818334404548025], [4.404629789051268, 50.818219056859384], [4.404615277587131, 50.81821329357647], [4.40460666487666, 50.81821121304523]]], ""type"": ""MultiLineString""}";;;
2598;ac.fid--5822db6_19cbcb82e55_-2c04;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.849;Ixelles;Elsene;50.822035662909634, 4.373119461363025;"{""coordinates"": [[[4.373139367985999, 50.82206223010602], [4.373099554740051, 50.82200909571325]]], ""type"": ""MultiLineString""}";2007-01-01T01:00:00+01:00;;2024-09-26T02:00:00+02:00
2607;ac.fid--5822db6_19cbcb82e55_-2be1;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.544;Ixelles;Elsene;50.80433221766938, 4.394873077108101;"{""coordinates"": [[[4.394277774243996, 50.80580231267099], [4.394303777424263, 50.80576065556057], [4.394346272860312, 50.805657088686154], [4.39436868558807, 50.805596945885455], [4.394387051812342, 50.80554426424395], [4.394450104982146, 50.80535295948075], [4.394496534834317, 50.805089353329976], [4.394525772425839, 50.804952928303614], [4.394542937299281, 50.80486635287826], [4.394552945673994, 50.80482072588487], [4.394572579025592, 50.804731742791475], [4.394582641361501, 50.80462113551158], [4.394585399953673, 50.804560262098754], [4.394590311189058, 50.80450727560649], [4.394594042554942, 50.8044859456853], [4.394599214999062, 50.804462284761634], [4.394605426448289, 50.80444190967895], [4.394617388332446, 50.804405275218784], [4.39462858504666, 50.80437127075312], [4.394638839758259, 50.804348961798624], [4.394652026399198, 50.80432386384911], [4.394662257711716, 50.80430634240463], [4.394683277336884, 50.80427622534794], [4.394720576456303, 50.80423034797956], [4.394789845118963, 50.80415168060796], [4.394928100584382, 50.803996981246115], [4.395004481693338, 50.80391124249947], [4.395062202789539, 50.80384558489264], [4.395123537175865, 50.803777844510286], [4.395333025312897, 50.80355061857394], [4.395522446602596, 50.803329245471865], [4.395717061181001, 50.80309775027323], [4.395775061932745, 50.80302135341603]]], ""type"": ""MultiLineString""}";;;
2674;ac.fid--5822db6_19cbcb82e55_-2bdf;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.816;Ixelles;Elsene;50.8134155286642, 4.3909846381844355;"{""coordinates"": [[[4.390471184457801, 50.81388294152056], [4.390585832820415, 50.81377365854035], [4.390686944675751, 50.81367904550308], [4.390855762765242, 50.81352469509712], [4.39099384456647, 50.813398208085026], [4.391071828077452, 50.813329834876946], [4.391173327531575, 50.81324282744092], [4.391240836043355, 50.81318606073768], [4.391323018763746, 50.81311738068684], [4.391513483676677, 50.8129657600289]]], ""type"": ""MultiLineString""}";;;
4325;ac.fid--5822db6_19cbcb82e55_-2bb2;1;Chemin forestier;Bosweg;1;Existant;Bestaand;;Ixelles;Elsene;50.785301288849546, 4.456942957914306;"{""coordinates"": [[[4.45592001099791, 50.78459134056295], [4.45592030300181, 50.78474778820446], [4.457020145536907, 50.785373908318206], [4.458116157160878, 50.78589340468213]]], ""type"": ""MultiLineString""}";;;
2613;ac.fid--5822db6_19cbcb82e55_-2b98;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.117;Ixelles;Elsene;50.81711679446696, 4.377059110437926;"{""coordinates"": [[[4.376503617840134, 50.817408289679065], [4.376517785699674, 50.81740847208093], [4.376548508629051, 50.81740658138561], [4.376566100813428, 50.817404722964525], [4.376596567580713, 50.81739690352885], [4.376632740524429, 50.817383780783956], [4.37667302674281, 50.81736265750803], [4.376753112379417, 50.817312889759506], [4.37693892641975, 50.817194273896945], [4.377107453682711, 50.81708864725561], [4.377355524906886, 50.81693394435042], [4.37751815341941, 50.8168315113081], [4.37759803983732, 50.816780863524514]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-10-21T02:00:00+02:00
150;ac.fid--5822db6_19cbcb82e55_-2b90;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.129;Ixelles;Elsene;50.809419235743476, 4.403834660243449;"{""coordinates"": [[[4.403851763212963, 50.80940354676998], [4.403817557273936, 50.80943492471699]]], ""type"": ""MultiLineString""}";;;
2440;ac.fid--5822db6_19cbcb82e55_-2b7f;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.059;Ixelles;Elsene;50.82038802072279, 4.363384591067527;"{""coordinates"": [[[4.363352932736283, 50.82036876970637], [4.363416249398771, 50.8204072717392]]], ""type"": ""MultiLineString""}";;;
3505;ac.fid--5822db6_19cbcb82e55_-2b6f;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.03;Ixelles;Elsene;50.83854563515488, 4.368135270956866;"{""coordinates"": [[[4.368520540403707, 50.8382353969815], [4.368458678059805, 50.8382846656337], [4.368371743873197, 50.838355374556706], [4.368288193315579, 50.838422237491535], [4.368221258144048, 50.83847634021776], [4.368155232518864, 50.83852908513106], [4.368066614700049, 50.838600678317896], [4.36798536477143, 50.838667015773915], [4.367913529360465, 50.838724964499995], [4.367826768540935, 50.838793984606724], [4.367750011893016, 50.83885588676108]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
40;ac.fid--5822db6_19cbcb82e55_-2b1f;13;Aménagement cyclopiéton unidirectionelle;Eenrichtings gedeeld voet/fietspad;1;Existant;Bestaand;1.273;Ixelles;Elsene;50.80163125296113, 4.42188152491338;"{""coordinates"": [[[4.42253283636068, 50.80141319406355], [4.422309807984485, 50.80148591477989], [4.421230916554713, 50.801851426979944]]], ""type"": ""MultiLineString""}";;;
2096;ac.fid--5822db6_19cbcb82e55_-2afa;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.9;Ixelles;Elsene;50.79548387951156, 4.411153978540025;"{""coordinates"": [[[4.413752159701546, 50.79574022332866], [4.413667670130774, 50.79571892502035], [4.413384026577184, 50.79565789101695], [4.41316274437614, 50.7956178374162], [4.41284892598532, 50.795567611431416], [4.412375935294021, 50.795508007761086], [4.411809654054285, 50.79546223213284], [4.41162433022368, 50.795453490270305], [4.41016462219209, 50.795429331129256], [4.4093783160753, 50.795418523116126], [4.408538955250923, 50.79540055945579]]], ""type"": ""MultiLineString""}";2020-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
629;ac.fid--5822db6_19cbcb82e55_-2aef;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.52;Ixelles;Elsene;50.82613330644012, 4.397203261361224;"{""coordinates"": [[[4.397120247594726, 50.826095274572396], [4.397123136329228, 50.8260966296207], [4.397279615138871, 50.826168252758904], [4.397286242409044, 50.82617140818607]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
3404;ac.fid--5822db6_19cbcb82e55_-2cd5;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.41;Rhode-Saint-Genèse;Sint-Genesius-Rode;50.89355659403, 4.313948480096437;"{""coordinates"": [[[4.313978892078924, 50.89355784099682], [4.313958449361313, 50.89355876013823], [4.313941764601977, 50.89355811251852], [4.313924727837764, 50.89355199283328], [4.313919263755328, 50.89354903449495]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-10-21T02:00:00+02:00
3287;ac.fid--5822db6_19cbcb82e55_-2c68;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.11;Rhode-Saint-Genèse;Sint-Genesius-Rode;50.89563446591263, 4.3127586925027535;"{""coordinates"": [[[4.312811781028232, 50.89553898720942], [4.312804519148091, 50.89555021858332], [4.312706418167839, 50.895730428509246]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-10-23T02:00:00+02:00
3307;ac.fid--5822db6_19cbcb82e55_-2bbf;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.48;Rhode-Saint-Genèse;Sint-Genesius-Rode;50.818939070664115, 4.4786400935386865;"{""coordinates"": [[[4.477373807899879, 50.81994037605443], [4.477417237397299, 50.81989649855942], [4.47742695207961, 50.81988370653293], [4.477431852644607, 50.81987225012437], [4.477432789788246, 50.81986759174444], [4.477434508219482, 50.81986143317213], [4.477436078922393, 50.81985765607955], [4.477438387958466, 50.819852215224195], [4.477440242313749, 50.81984836415226], [4.477443024029444, 50.8198435817926], [4.477445652989456, 50.81983901892125], [4.477448723925813, 50.819833506146544], [4.47744984202124, 50.819831493672375], [4.477451422135347, 50.8198288200531], [4.477452775088844, 50.81982660645287], [4.477454107969492, 50.8198243047734], [4.477455460922732, 50.819822091173116], [4.477457981323783, 50.819818446239786], [4.477460799411442, 50.819814659892025], [4.477463383680903, 50.81981162888781], [4.477465554629295, 50.81980905494048], [4.477467391737777, 50.8198069424705], [4.477472259859846, 50.8198022894106], [4.47749159192082, 50.81978279975408], [4.477533785467966, 50.81974292127486], [4.477574697551386, 50.819704136667916], [4.477618451924969, 50.81966404693199], [4.477655394793011, 50.81963009557872], [4.477682956260612, 50.81960360174948], [4.477717494724877, 50.819572053619034], [4.477757129708652, 50.8195366845956], [4.477795945142829, 50.81950085188542], [4.477855030217119, 50.819449619889824], [4.477917590576276, 50.81939806081714], [4.477971884299334, 50.81935457238874], [4.478010779535376, 50.81932211890002], [4.478055576181083, 50.819286769360325], [4.478097351660461, 50.819253294093286], [4.478150174010723, 50.81921282672423], [4.478194066027369, 50.819180566005194], [4.478236430384158, 50.81914698791957], [4.478277072421331, 50.81911680014126], [4.478329874231317, 50.81907890335603], [4.478382625160908, 50.819041539400125], [4.478436931684262, 50.819003993625124], [4.478504255183881, 50.81895782754316], [4.478593247505494, 50.81889843408355], [4.478689333123178, 50.81883653933286], [4.478771789373504, 50.81878522865349], [4.478869112716175, 50.818725750976746], [4.478974964761221, 50.81866429064718], [4.479008032246434, 50.81864488403105], [4.479062446522132, 50.81861525318042], [4.479158631276055, 50.818563313373375], [4.479224165856141, 50.818528011841146], [4.479290071749841, 50.818493698215924], [4.479347707585074, 50.81846423078004], [4.479397381241511, 50.818438856783594], [4.479520066434264, 50.81837888517622], [4.479594425575601, 50.818344721387234], [4.479644762641164, 50.81832098995929], [4.47968663708334, 50.818302051840135], [4.47981599481573, 50.81824336251444], [4.479961192947576, 50.818183107481495], [4.480055005960094, 50.818144511714756]]], ""type"": ""MultiLineString""}";;;
3244;ac.fid--5822db6_19cbcb82e55_-2b54;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.27;Rhode-Saint-Genèse;Sint-Genesius-Rode;50.84837745310226, 4.466195275085309;"{""coordinates"": [[[4.466295569304171, 50.84830827860514], [4.466281980973526, 50.84832228182994], [4.466265869465293, 50.84833488380901], [4.466247130846782, 50.84834709624615], [4.466224934943615, 50.8483586772887], [4.466187400136418, 50.848373034333726], [4.466165723801779, 50.84838319492384], [4.466149694214521, 50.84839676568769], [4.466139172851845, 50.848409254888935], [4.466109898263595, 50.84846080277504]]], ""type"": ""MultiLineString""}";;;
492;ac.fid--5822db6_19cbcb82e55_-2cc7;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.99;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.84695065921227, 4.443269553025112;"{""coordinates"": [[[4.446568426884796, 50.84724989331312], [4.446484165824219, 50.84723515689008], [4.44617407018609, 50.8471884173766], [4.446006133314317, 50.847159913718805], [4.445829895619192, 50.84712977466579], [4.44572698366158, 50.84711249461146], [4.445653576739748, 50.847099991525546], [4.445513175950867, 50.84707588069753], [4.445429271697445, 50.847058593891454], [4.444890623115026, 50.84696715104754], [4.444513501895044, 50.8469043983017], [4.444247251351308, 50.84686037633353], [4.443965132200161, 50.846811850463816], [4.443773248288201, 50.84677919395747], [4.443615513885691, 50.846752422071546], [4.443496758551546, 50.846729808248874], [4.443400388856419, 50.84670928202606], [4.443276644383472, 50.84668042798684], [4.443201368215383, 50.84666332826639], [4.443183308488995, 50.846659404407525], [4.443171049980402, 50.8466586185389], [4.44315673174209, 50.84665862759636], [4.443141928027383, 50.84666074091177], [4.443060931195142, 50.84667941422518], [4.443006312528407, 50.84668748900515], [4.44297067194184, 50.846690639102604], [4.442931775407382, 50.84669139402887], [4.442895992365859, 50.84669086433742], [4.442826660497984, 50.846689555667126], [4.442748750675205, 50.84668859311423], [4.442663226583005, 50.846690264817134], [4.442605121616459, 50.84669230911895], [4.442536718237987, 50.84669709232123], [4.442370139050904, 50.84671306725957], [4.442230107238548, 50.84672837120908], [4.442125630471165, 50.84674203027381], [4.442020095011073, 50.84675885617377], [4.441940870370686, 50.84677452116087], [4.441863835438427, 50.84679329039673], [4.441751049693832, 50.84682089255755], [4.44167192557413, 50.84684210957584], [4.44159096432682, 50.846865222377524], [4.441452462290626, 50.84691097286733], [4.441151690815218, 50.84701289553813], [4.440129109347956, 50.847371262535184], [4.4400731825194, 50.847383771732915], [4.440019925461032, 50.847393436785914]]], ""type"": ""MultiLineString""}";;;
