Année;Domaine;Domein;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
2015;PE délivrés;MV afgeleverd;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
2014;PE introduits;MV ingediend;149;Vapeur (appareils à vapeur);Stoom (stoom-toestellen);6;1;5
2014;PE introduits;MV ingediend;82;Imprimerie;Drukkerijen;5;1;4
2014;PE introduits;MV ingediend;150;Véhicules neufs (dépôts);Nieuwe voertuigen (opslagplaat-sen);0;0;0
2014;PE introduits;MV ingediend;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
2014;PE délivrés;MV afgeleverd;28;Chantiers (construction);Werven (bouw);49;48;1
2014;PE délivrés;MV afgeleverd;85;Laboratoires;Laboratoria;15;2;13
2014;PE délivrés;MV afgeleverd;18;Bois (travail);Hout (bewerking);9;0;9
2014;PE délivrés;MV afgeleverd;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;3;2;1
2014;PE délivrés;MV afgeleverd;97;Métaux (traitement chimique);Metalen (chemische bewerking);3;0;3
2014;PE délivrés;MV afgeleverd;79;Hôpitaux, höpital, homes, maisons de retraite;Hospitaal, hospitalen, home, rusthuis, rust- en verzorgingstehuis;2;0;2
2014;PE délivrés;MV afgeleverd;46;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
2014;PE délivrés;MV afgeleverd;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;0;0;0
2014;PE délivrés;MV afgeleverd;55;Electricité, pompes;Elektriciteit, pompen;0;0;0
2014;PE délivrés;MV afgeleverd;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;0;0;0
2014;PE délivrés;MV afgeleverd;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;0;0;0
2014;PE délivrés;MV afgeleverd;102;Métaux, fonderies;Metaal, gieterijen;0;0;0
2014;PE délivrés;MV afgeleverd;221;STEP;Waterzuivering;0;0;0
2019;PE délivrés;MV afgeleverd;41;Compostage/ Biométhanisation;Composteren/ Biomethaniseren;1;0;1
2019;PE délivrés;MV afgeleverd;131;Puits perdus;Zinkputten;1;0;1
2019;PE délivrés;MV afgeleverd;67;Morgues;Funeraria;0;0;0
2018;PU délivrés;SV afgeleverd;12.;Placer ou modifier une installation de télécommunication (cfr chap. II et chap. III, section 10 de l'arrêté);Een telecominstallatie plaatsen of wijzigen (cf. hfdstk. II en hfdstk. III, afdeling 10 van het besluit);18;0;18
2018;PE introduits;MV ingediend;153;Ventilation;Ventilatie;24;7;17
2018;PE introduits;MV ingediend;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);10;3;7
2018;PE introduits;MV ingediend;233;Véhicules (stationnement);Voertuigen (parkeren);2;0;2
2018;PE introduits;MV ingediend;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;0;0;0
2018;PE introduits;MV ingediend;41;Compostage/ Biométhanisation;Composteren/ Biomethaniseren;0;0;0
2018;PE introduits;MV ingediend;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;0;0;0
2018;PE introduits;MV ingediend;53;Dépôts général;Algemene opslagplaats;0;0;0
2018;PE introduits;MV ingediend;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
2018;PE introduits;MV ingediend;94;Plastic;Plastiek;0;0;0
2018;PE introduits;MV ingediend;129;Produits pharmaceutiques (dépôts);Farmaceutische producten (opslagplaatsen);0;0;0
2018;PE introduits;MV ingediend;162;Antennes;Antennes;0;0;0
2018;PE introduits;MV ingediend;224;Garages, parkings;Garages, parkings;0;0;0
2018;PE délivrés;MV afgeleverd;90;Magasins;Winkels;13;3;10
2018;PE délivrés;MV afgeleverd;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);8;4;4
2018;PE délivrés;MV afgeleverd;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);4;0;4
2018;PE délivrés;MV afgeleverd;66;Fumier;Mest;2;1;1
2018;PE délivrés;MV afgeleverd;68;Garages, parkings;Garages, parkings;1;1;0
2018;PE délivrés;MV afgeleverd;98;Métaux (traitement thermique);Metalen (thermische bewerking);1;0;1
2018;PE délivrés;MV afgeleverd;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);0;0;0
2018;PE délivrés;MV afgeleverd;72;Gaz;Gas;0;0;0
2018;PE délivrés;MV afgeleverd;94;Plastic;Plastiek;0;0;0
2018;PE délivrés;MV afgeleverd;132;Tours de refroidissement;Koeltorens;0;0;0
2017;PU introduits;SV ingediend;5.;Placer un ou des dispositif(s) de publicité (cfr chap. II et chap. III, section 4, sous-section 1 de l'arrêté);Plaatsen van (aantal) reclame-inrichtingen (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 1 van het besluit);39;33;6
2017;PU introduits;SV ingediend;8.;Utiliser un terrain pour le dépôt, pour le stationnement de véhicules ou pour le placement d'installations mobiles pouvant être utilisées pour l'habitation (cfr chap. II et chap. III, section 6 de l'arrêté);"Een terrein gebruiken voor het stallen, voor het parkeren van voertuigen of voor de plaatsing van mobiele installaties die voor 
bewoning gebruikt kunnen worden (cf. hfdstk. II en hfdstk. III, afdeling 6 van het besluit)";4;3;1
2017;PU délivrés;SV afgeleverd;4.;Modifier le nombre de logements dans une construction existante (cfr chap. II et chap. III, section 3 de l'arrêté);Het aantal woningen in een bestaand gebouw wijzigen(cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);13;13;0
2017;PE introduits;MV ingediend;148;Transformateurs statiques;Statische transformatoren;47;17;30
2017;PE introduits;MV ingediend;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);5;3;2
2017;PE introduits;MV ingediend;45;DEEE (dépôt);AEEA (opslag);4;0;4
2017;PE introduits;MV ingediend;47;Déchets inertes (dépôts);Inerte afvalstoffen (opslagplaat-sen);3;0;3
2017;PE introduits;MV ingediend;117;Poisson, magasins, conserves;Vis, viswinkel;2;2;0
2017;PE introduits;MV ingediend;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;2;1;1
2017;PE introduits;MV ingediend;69;Gaz (butane-propane);Gas (butaan-propaan);1;1;0
2017;PE introduits;MV ingediend;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);1;0;1
2017;PE introduits;MV ingediend;22;Boues, terres excavées (traitement);Slib, uitgegraven grond (verwerking);0;0;0
2017;PE introduits;MV ingediend;28;Polystyrène;Polystyreen;0;0;0
2017;PE introduits;MV ingediend;45;Déchets dangereux liquides;Gevaarlijke afvalstoffen;0;0;0
2017;PE introduits;MV ingediend;48;Compacteur, broyeur;Pers, breker, vermaler;0;0;0
2017;PE introduits;MV ingediend;74;Bouteilles, bonbonnes, réservoirs;Gasflessen, spuitbus, tanks;0;0;0
2017;PE introduits;MV ingediend;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;0;0;0
2017;PE introduits;MV ingediend;221;STEP;Waterzuivering;0;0;0
2017;PE délivrés;MV afgeleverd;152;Véhicules (Stationnement);Voertuigen (parkeren);57;20;37
2017;PE délivrés;MV afgeleverd;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);13;5;8
2017;PE délivrés;MV afgeleverd;132;Refroidissement (installations de);Koeling (inrichtingen);12;3;9
2017;PE délivrés;MV afgeleverd;82;Imprimerie;Drukkerijen;4;0;4
2017;PE délivrés;MV afgeleverd;119;Traiteurs;Traiteurs;4;1;3
2017;PE délivrés;MV afgeleverd;69;Gaz (butane-propane);Gas (butaan-propaan);3;1;2
2017;PE délivrés;MV afgeleverd;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;3;1;2
2017;PE délivrés;MV afgeleverd;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;0;0;0
2017;PE délivrés;MV afgeleverd;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;0;0;0
2017;PE délivrés;MV afgeleverd;147;Café;Koffiebranderij;0;0;0
2016;PU délivrés;SV afgeleverd;12.;Placer ou modifier une installation de télécommunication (cfr chap. II et chap. III, section 10 de l'arrêté);Een telecominstallatie plaatsen of wijzigen (cf. hfdstk. II en hfdstk. III, afdeling 10 van het besluit);7;0;7
2016;PE introduits;MV ingediend;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);3;2;1
2016;PE introduits;MV ingediend;98;Métaux (traitement thermique);Metalen (thermische bewerking);3;0;3
2016;PE introduits;MV ingediend;154;Vernis (dépôts);Vernis (opslagplaat-sen);2;1;1
2016;PE introduits;MV ingediend;22;Boues (dépôts);Slib (opslag);0;0;0
2016;PE introduits;MV ingediend;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);0;0;0
2016;PE introduits;MV ingediend;49;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
2016;PE introduits;MV ingediend;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
2016;PE introduits;MV ingediend;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;0;0;0
2016;PE délivrés;MV afgeleverd;152;Véhicules (Stationnement);Voertuigen (parkeren);28;9;19
2016;PE délivrés;MV afgeleverd;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;18;0;18
2016;PE délivrés;MV afgeleverd;53;Dépôts (général);Opslagplaatsen (algemeen);15;2;13
2016;PE délivrés;MV afgeleverd;25;Buanderies;Wasserijen;7;5;2
2016;PE délivrés;MV afgeleverd;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);5;0;5
2016;PE délivrés;MV afgeleverd;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);2;0;2
2016;PE délivrés;MV afgeleverd;49;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
2016;PE délivrés;MV afgeleverd;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
2015;PU introduits;SV ingediend;1.1.;Construire, reconstruire, transformer et/ou placer une installation fixe avec l'intervention obligatoire d'un architecte (cfr chap. II et chap. III, section 1, sous-section 1 de l'arrêté);Bouwen, heropbouwen, verbouwen en/of een vaste inrichting plaatsen met verplichte interventie van een architect (cf. hfdstk. II en hfdstk. III, afdeling 1, onderafdeling 1 van het besluit);459;393;66
2015;PE introduits;MV ingediend;71;Gaz (traitement physique);Gas (fysische verwerking);22;12;10
2015;PE introduits;MV ingediend;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;0;0;0
2015;PE introduits;MV ingediend;45;DEEE (dépôt);AEEA (opslag);0;0;0
2015;PE introduits;MV ingediend;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;0;0;0
2015;PE introduits;MV ingediend;53;Dépôts général;Algemene opslagplaats;0;0;0
2015;PE introduits;MV ingediend;59;Feu d'artifices, airbags;Vuurwerken, airbags;0;0;0
2015;PE introduits;MV ingediend;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
2015;PE introduits;MV ingediend;86;Laiteries;Melkerijen;0;0;0
2015;PE introduits;MV ingediend;134;Produits d'origine végétale (dépôts de);Produkten van plantaardige oorsprong (opslagplaats voor);0;0;0
2015;PE délivrés;MV afgeleverd;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);35;6;29
2015;PE délivrés;MV afgeleverd;99;Dégraissage, fontaine;Ontvettingsfontein;3;1;2
2015;PE délivrés;MV afgeleverd;24;Brasseries;Bierbrouwerijen;2;0;2
2015;PE délivrés;MV afgeleverd;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;2;2;0
2015;PE délivrés;MV afgeleverd;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;0;0;0
2015;PE délivrés;MV afgeleverd;41;Compostage/ Biométhanisation;Composteren/ Biomethaniseren;0;0;0
2015;PE délivrés;MV afgeleverd;45;Déchets dangereux liquides;Gevaarlijke afvalstoffen;0;0;0
2015;PE délivrés;MV afgeleverd;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
2015;PE délivrés;MV afgeleverd;78;Fabrique, Savon;Zeepfabrieken;0;0;0
2015;PE délivrés;MV afgeleverd;108;Archives;Archieven;0;0;0
2015;PE délivrés;MV afgeleverd;146;Tirs;Schietstanden;0;0;0
2014;PU introduits;SV ingediend;1.2.;Construire, reconstruire, transformer et/ou placer une installation fixe sans l'intervention obligatoire d'un architecte (cfr chap. II et chap III, section 1, sous-section 2 de l'arrêté);Bouwen, heropbouwen, verbouwen en/of een vaste inrichting plaatsen zonder verplichte interventie van een architect (cf. hfdstk. II en hfdstk. III, afdeling 1, onderafdeling 2 van het besluit);61;58;3
2014;PU délivrés;SV afgeleverd;3.;Modifier la destination ou l'utilisation de tout ou partie d'un bien bâti (cfr chap. II et chap. III, section 3 de l'arrêté);De bestemming of het gebruik van het geheel of een deel van een bebouwd goed wijzigen  (cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);13;13;0
2014;PE introduits;MV ingediend;148;Transformateurs statiques;Statische transformatoren;137;95;42
2014;PE introduits;MV ingediend;83;Imprimerie;Drukkerijen;3;0;3
2014;PE introduits;MV ingediend;69;Gaz (butane-propane);Gas (butaan-propaan);2;0;2
2014;PE introduits;MV ingediend;120;Produits minéraux;Minerale producten;1;0;1
2014;PE introduits;MV ingediend;20;Bois traitement;Houtbehandeling;0;0;0
2014;PE introduits;MV ingediend;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
2014;PE introduits;MV ingediend;68;Garages, parkings;Garages, parkings;0;0;0
2014;PE délivrés;MV afgeleverd;132;Refroidissement (installations de);Koeling (inrichtingen);24;1;23
2014;PE délivrés;MV afgeleverd;146;Tirs;Schietstanden;1;0;1
2014;PE délivrés;MV afgeleverd;173;Produits dangereux;Gevaarlijke producten;1;0;1
2014;PE délivrés;MV afgeleverd;12;Automobiles, carwash, car-wash, voitures, véhicules;Automobielen, carwash, voertuigen;0;0;0
2014;PE délivrés;MV afgeleverd;22;Boues, terres excavées;Slib, uitgegraven grond;0;0;0
2014;PE délivrés;MV afgeleverd;151;Stationnement (véhicules);Parkeren (voertuigen);0;0;0
2024;PU délivrés;SV afgeleverd;12.;Placer ou modifier une installation de télécommunication (cfr chap. II et chap. III, section 10 de l'arrêté);Een telecominstallatie plaatsen of wijzigen (cf. hfdstk. II en hfdstk. III, afdeling 10 van het besluit);5;0;5
2024;PE introduits;MV ingediend;94;Plastic;Plastiek;1;1;0
2024;PE délivrés;MV afgeleverd;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;7;0;7
2024;PU introduits;SV ingediend;4.;Modifier le nombre de logements dans une construction existante (cfr chap. II et chap. III, section 3 de l'arrêté);Het aantal woningen in een bestaand gebouw wijzigen(cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);7;7;0
2024;PE délivrés;MV afgeleverd;151;Véhicules usagés (dépôts);Tweedehandswagens (opslagplaatsen);1;0;1
2024;PE introduits;MV ingediend;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;3;1;2
2023;PE introduits;MV ingediend;14;Piscines;Zwembaden;2;0;2
2023;PE introduits;MV ingediend;149;Vapeur (appareils à vapeur);Stoom (stoom-toestellen);1;1;0
2024;PE délivrés;MV afgeleverd;64;Fours;Ovens;14;2;12
2024;PE délivrés;MV afgeleverd;85;Laboratoires;Laboratoria;6;0;6
2023;PE délivrés;MV afgeleverd;45;DEEE;AEEA;9;1;8
2023;PE délivrés;MV afgeleverd;28;Chantiers (construction);Werven (bouw);3;3;0
2024;PE délivrés;MV afgeleverd;162;Antennes;Antennes;2;0;2
2023;PU introduits;SV ingediend;10.;Aménager un espace vert et/ou modifier le relief du sol, déboiser ou encore défricher ou modifier la végétation d'une zone dont le Gouvernement a jugé la protection nécessaire (cfr chap. II et chap. III, section 8 de l'arrêté);Een groene ruimte aanleggen en/of het bodemreliëf wijzigen, ontbossen of ontginnen of de beplanting van een gebied waarvan de regering de bescherming noodzakelijk zou achten (cf. hfdstk. II en hfdstk. III, afdeling 8 van het besluit);0;0;0
2022;PU délivrés;SV afgeleverd;14.;Réaliser des actes et travaux concernant un bien classé ou inscrit sur la liste de sauvegarde ou en cours de classement ou d'inscription (cfr chap. II et chap. IV de l'arrêté) (le cas échéant, cocher également le(s) type(s) d'actes et travaux visés aux points 1 à 13);Handelingen en werkzaamheden uitvoeren met betrekking tot een beschermd goed of een goed dat is opgenomen op de bewaarlijst of waarvan de bescherming of opname op de bewaarlijst hangende is (zie hfdstk. II en hfdstk. IV van het besluit) (in voorkomend geval, ook het soort handelingen en werkzaamheden die vermeld zijn in punten 1 tot 13 aanvinken).;19;0;19
2022;PE introduits;MV ingediend;12;Automobiles, carwash, car-wash, voitures, véhicules;Automobielen, carwash, voertuigen;3;2;1
2023;PE délivrés;MV afgeleverd;88;Liquides inflammables;Ontvlambare vloeistoffen;7;1;6
2023;PE délivrés;MV afgeleverd;90;Magasins, supermarchés;Winkels, supermarkten;4;0;4
2022;PE introduits;MV ingediend;132;Refroidissement (installations de);Koeling (inrichtingen);1;1;0
2023;PE délivrés;MV afgeleverd;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);2;1;1
2022;PE délivrés;MV afgeleverd;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;46;3;43
2022;PE délivrés;MV afgeleverd;179;Bassins d’orage d’eaux pluviales;Stormbekkens;26;8;18
2023;PE délivrés;MV afgeleverd;67;Morgues;Funeraria;1;0;1
2022;PE délivrés;MV afgeleverd;71;Gaz (traitement physique);Gas (fysische verwerking);7;1;6
2023;PE délivrés;MV afgeleverd;70;Gaz;Gas;1;0;1
2022;PE délivrés;MV afgeleverd;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;4;0;4
2023;PE délivrés;MV afgeleverd;71;Gaz (traitement physique);Gas (fysische verwerking);1;0;1
2022;PE délivrés;MV afgeleverd;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;2;0;2
2022;PE délivrés;MV afgeleverd;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;1;0;1
2022;PU délivrés;SV afgeleverd;8.;Utiliser un terrain pour le dépôt, pour le stationnement de véhicules ou pour le placement d'installations mobiles pouvant être utilisées pour l'habitation (cfr chap. II et chap. III, section 6 de l'arrêté);"Een terrein gebruiken voor het stallen, voor het parkeren van voertuigen of voor de plaatsing van mobiele installaties die voor 
bewoning gebruikt kunnen worden (cf. hfdstk. II en hfdstk. III, afdeling 6 van het besluit)";1;1;0
