Classe PEB;Classe PEB principale;Émission C02 kWh/m²/an;Type;Type;Type;Catégorie de logement;Woningcategorie;Housing category;ID Lot;ID Immeuble;Adresse;Adres;Code postal;Commune;Gemeente;Quartier;Wijk;Coordonnées géographiques
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01352;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B-;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05459;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01343;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B-;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05475;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01449;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B-;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05462;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01407;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B-;B;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05573;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05596;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05611;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05560;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05860;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
B-;B;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06425;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B-;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06406;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B-;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06423;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
C;C;23;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02469;0095;RUE DE L'EPARGNE 4;4 SPAARSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8547501, 4.3530174
C-;C;26;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02574;0096;RUE DU PONT-NEUF 8;8 NIEUWBRUG;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8545872, 4.3526206
C;C;25;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02573;0096;RUE DU PONT-NEUF 8;8 NIEUWBRUG;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8545872, 4.3526206
C-;C;27;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03612;0128;RUE DU PELICAN 6;6 PELIKAANSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8545783, 4.3537319
C-;C;26;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03613;0128;RUE DU PELICAN 6;6 PELIKAANSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8545783, 4.3537319
B;B;14;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05981;0407;RUE LOCQUENGHIEN 20;20 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8537945, 4.3442694
C;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05983;0407;RUE LOCQUENGHIEN 20;20 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8537945, 4.3442694
B-;B;13;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05985;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
B+;B;12;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05996;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
C-;C;27;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04784;0344;RUE NICOLAY 10;10 NICOLAYSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8932621, 4.3834057
C-;C;28;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04797;0344;RUE NICOLAY 10;10 NICOLAYSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8932621, 4.3834057
C;C;22;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04795;0344;RUE NICOLAY 10;10 NICOLAYSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8932621, 4.3834057
B;B;15;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06388;0428;RUE MASUI 96;96 MASUISTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8677499, 4.3598666
B;B;15;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06757;0442;RUE DE L'ECLUSIER COGGE 29/31;29/31 SLUISMEESTER COGGESTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8692072, 4.3611989
C;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05119;0365;RUE DES NAVETS 19;19 RAPENSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.845504, 4.3440231
B;B;14;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05133;0366;PLACE ANNEESSENS 3/5;3/5 ANNEESSENSPLEIN;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8437128, 4.3437283
C+;C;21;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05153;0367;RUE DE LA VERDURE 10;10 LOOFSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.844617, 4.3426868
B;B;18;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05154;0367;RUE DE LA VERDURE 10;10 LOOFSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.844617, 4.3426868
C;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05149;0367;RUE DE LA VERDURE 10;10 LOOFSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.844617, 4.3426868
C+;C;22;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05150;0367;RUE DE LA VERDURE 10;10 LOOFSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.844617, 4.3426868
B-;B;17;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06744;0441;RUE DES SIX JETONS 16-20;16-20 ZESPENNINGENSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8460005, 4.3456815
C-;C;26;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02949;0112;PLACE DU JEU DE BALLE 51;51 VOSSENPLEIN;1000;Bruxelles;Brussel;Marolles;Marollen;50.8365258, 4.3460328
C;C;22;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03826;0151;RUE NOTRE-SEIGNEUR 21;21 ONS-HEERSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8403049, 4.3503983
C-;C;39;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05535;0396;AVENUE DE L'HELIPORT 41-49;41-49 HELIHAVENLAAN;1000;Bruxelles;Brussel;Nord;Noord;50.8653646, 4.3577946
C+;C;33;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05533;0396;AVENUE DE L'HELIPORT 41-49;41-49 HELIHAVENLAAN;1000;Bruxelles;Brussel;Nord;Noord;50.8653646, 4.3577946
C;C;34;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05527;0396;AVENUE DE L'HELIPORT 41-49;41-49 HELIHAVENLAAN;1000;Bruxelles;Brussel;Nord;Noord;50.8653646, 4.3577946
B;B;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05532;0396;AVENUE DE L'HELIPORT 41-49;41-49 HELIHAVENLAAN;1000;Bruxelles;Brussel;Nord;Noord;50.8653646, 4.3577946
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06154;0422;RUE SIMONS 4-8;4-8 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8701538, 4.3199288
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06151;0422;RUE SIMONS 4-8;4-8 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8701538, 4.3199288
A;A;0;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06363;0426;RUE DE LA FLECHE 2;2 PIJLSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8589631, 4.3535229
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06570;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06578;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06583;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06575;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
B;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06562;0432;RUE PIEREMANS 5-15;5-15 PIEREMANSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8606944, 4.361805555555555
C+;C;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05225;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05280;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05196;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05190;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05264;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05244;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05187;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C+;C;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05211;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05220;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05205;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05250;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00369;0008;BOULEVARD ANSPACH 53;53 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8494305, 4.3504437
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00389;0009;RUE GRETRY 5;5 GRETRYSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8497954, 4.3504121
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00394;0009;RUE GRETRY 5;5 GRETRYSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8497954, 4.3504121
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00404;0009;RUE GRETRY 5;5 GRETRYSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8497954, 4.3504121
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00402;0009;RUE GRETRY 5;5 GRETRYSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8497954, 4.3504121
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00511;0016;BOULEVARD ADOLPHE MAX 83;83 ADOLPHE MAXLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8537397, 4.3561636
B-;B;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00904;0025;RUE DU CONGRES 23;23 CONGRESSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.849521, 4.3654808
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00994;0048;RUE DES CULTES 7;7 EREDIENSTSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.849816, 4.3671251
C;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01002;0048;RUE DES CULTES 7;7 EREDIENSTSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.849816, 4.3671251
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01022;0049;RUE DES CULTES 7;7 EREDIENSTSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.849816, 4.3671251
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01282;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01324;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B+;B;12;Maison;Huis;House;Moyen;Middenklasse;Middle;07095;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
B+;B;11;Maison;Huis;House;Moyen;Middenklasse;Middle;07118;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C;C;26;Studio;Studio;Studio;Moyen;Middenklasse;Middle;01917;0082;BOULEVARD ANSPACH 150;150 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8502389, 4.3507885
B;B;12;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06894;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
B+;B;10;Studio;Studio;Studio;Moyen;Middenklasse;Middle;07082;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
A-;A;5;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06837;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
B;B;10;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05785;0402;HARENBERG 157;157 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930133, 4.4144654
B;B;11;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05791;0402;HARENBERG 157;157 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930133, 4.4144654
C+;C;21;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05925;0406;MIDDELWEG 33-39;33-39 MIDDELWEG;1130;Haren;Haren;Haren;Haren;50.8890629, 4.420781
B;B;16;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05923;0406;MIDDELWEG 33-39;33-39 MIDDELWEG;1130;Haren;Haren;Haren;Haren;50.8890629, 4.420781
B;B;16;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05920;0406;MIDDELWEG 33-39;33-39 MIDDELWEG;1130;Haren;Haren;Haren;Haren;50.8890629, 4.420781
C-;C;27;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05442;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
C+;C;22;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05449;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B;B;16;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05577;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
C;C;24;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06430;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B+;B;9;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06812;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
B+;B;9;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06814;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
C;C;26;Studio;Studio;Studio;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03514;0123;RUE DU SOLARIUM 96;96 SOLARIUMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8968611, 4.3718055555555555
C-;C;29;Studio;Studio;Studio;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03508;0123;RUE DU SOLARIUM 96;96 SOLARIUMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8968611, 4.3718055555555555
B-;B;16;Studio;Studio;Studio;Contrat de quartier;Wijkcontract;Neighbourhood contract;06752;0442;RUE DE L'ECLUSIER COGGE 29/31;29/31 SLUISMEESTER COGGESTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8692072, 4.3611989
C;C;25;Studio;Studio;Studio;Moyen;Middenklasse;Middle;02877;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C;C;25;Studio;Studio;Studio;Moyen;Middenklasse;Middle;02873;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C;C;25;Studio;Studio;Studio;Moyen;Middenklasse;Middle;02864;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C;C;25;Studio;Studio;Studio;Moyen;Middenklasse;Middle;02858;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C;C;23;Studio;Studio;Studio;Moyen;Middenklasse;Middle;04019;0181;RUE DE L'ENSEIGNEMENT 110;110 ONDERRICHTSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8493598, 4.3656409
C;C;23;Studio;Studio;Studio;Moyen;Middenklasse;Middle;04020;0181;RUE DE L'ENSEIGNEMENT 110;110 ONDERRICHTSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8493598, 4.3656409
C;C;24;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05212;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;25;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05288;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;24;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05224;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;24;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05242;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
A-;A;8;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06320;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
B+;B;12;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06346;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
B+;B;12;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06345;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
