Classe PEB;Classe PEB principale;Émission C02 kWh/m²/an;Type;Type;Type;Catégorie de logement;Woningcategorie;Housing category;ID Lot;ID Immeuble;Adresse;Adres;Code postal;Commune;Gemeente;Quartier;Wijk;Coordonnées géographiques
B-;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06096;0411;RUE DE VRIERE 29;29 DE VRIERESTRAAT;1020;Laeken;Laken;Laeken;Laken;50.8819326, 4.3517968
C+;C;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07140;0460;AVENUE DU FUSAIN 67;67 PAPENHOUTLAAN;1020;Laeken;Laken;Laeken;Laken;50.8953003, 4.3653543
C+;C;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05458;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05466;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05440;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
C+;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05472;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B+;B;15;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05564;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
C+;C;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05597;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
C+;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05557;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05576;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01759;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03059;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05747;0400;RUE DU CHEVREUIL 19;19 REEBOKSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8377179, 4.3456555
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05749;0400;RUE DU CHEVREUIL 19;19 REEBOKSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8377179, 4.3456555
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05745;0400;RUE DU CHEVREUIL 19;19 REEBOKSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8377179, 4.3456555
B;B;13;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05739;0400;RUE DU CHEVREUIL 19;19 REEBOKSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8377179, 4.3456555
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05742;0400;RUE DU CHEVREUIL 19;19 REEBOKSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8377179, 4.3456555
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05744;0400;RUE DU CHEVREUIL 19;19 REEBOKSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8377179, 4.3456555
B-;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05825;0403;RUE DU PARLEMENT 7;7 PARLEMENTSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8479097, 4.3651926
C+;C;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05986;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06325;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
A-;A;40;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06734;0439;RUE DU LOMBARD 26;26 LOMBARDSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.84584, 4.3506092
B+;B;46;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06736;0439;RUE DU LOMBARD 26;26 LOMBARDSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.84584, 4.3506092
A-;A;36;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06731;0439;RUE DU LOMBARD 26;26 LOMBARDSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.84584, 4.3506092
A-;A;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06797;0448;Avenue du Maelbeek 19;19 Maalbeeklaan;1000;Bruxelles;Brussel;Schumann;Schumann;50.8858293, 4.3158085
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06800;0448;Avenue du Maelbeek 19;19 Maalbeeklaan;1000;Bruxelles;Brussel;Schumann;Schumann;50.8858293, 4.3158085
B;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06799;0448;Avenue du Maelbeek 19;19 Maalbeeklaan;1000;Bruxelles;Brussel;Schumann;Schumann;50.8858293, 4.3158085
A-;A;5;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07204;0476;RUE DE LA SENNE 84;84 ZENNESTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8462281, 4.3398176
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00030;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00021;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00314;0007;BOULEVARD EMILE JACQMAIN 9;9 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8524511, 4.3535526
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00321;0007;BOULEVARD EMILE JACQMAIN 9;9 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8524511, 4.3535526
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00304;0007;BOULEVARD EMILE JACQMAIN 9;9 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8524511, 4.3535526
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00496;0015;RUE DES HALLES 9;9 HALLENSTRAAT;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.8676116, 4.3765686
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01134;0058;RUE DE LA PRESSE 12;12 DRUKPERSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8644055, 4.3746728
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01202;0068;RUE DE L'HOPITAL 9-23;9-23 GASTHUISSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.8442815, 4.3529677
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01205;0068;RUE DE L'HOPITAL 9-23;9-23 GASTHUISSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.8442815, 4.3529677
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01291;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01295;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01298;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01288;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02003;0086;RUE DES PIERRES 1;1 STEENSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.8473177, 4.3489597
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02076;0089;RUE DE LA BOURSE 26/32;26/32 BEURSSTRAAT;1000;Bruxelles;Brussel;Grand Place Bourse Lollepot;Grote Markt Beurs Lollepot;50.8482585, 4.3508903
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02719;0104;RUE DES RENARDS 22;22 VOSSENSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8371221, 4.3476954
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02859;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;04034;0181;RUE DE L'ENSEIGNEMENT 110;110 ONDERRICHTSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8493598, 4.3656409
C;C;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05585;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
C+;C;20;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05715;0399;AVENUE DE VERSAILLES 271-273;271-273 VERSAILLESLAAN;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963135, 4.3832011
B;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05717;0399;AVENUE DE VERSAILLES 271-273;271-273 VERSAILLESLAAN;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963135, 4.3832011
C+;C;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05712;0399;AVENUE DE VERSAILLES 271-273;271-273 VERSAILLESLAAN;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963135, 4.3832011
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05845;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06414;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B+;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06503;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B+;B;14;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06501;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06493;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B;B;15;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06506;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B+;B;13;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06468;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06491;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
A;A;5;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06496;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06483;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
B;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06489;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
A;A;5;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06766;0443;RUE DE BEYSEGHEM 184;184 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8954485, 4.3763774
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06760;0443;RUE DE BEYSEGHEM 184;184 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8954485, 4.3763774
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06761;0443;RUE DE BEYSEGHEM 184;184 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8954485, 4.3763774
B-;B;17;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05453;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B-;B;15;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05467;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B-;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05474;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B-;B;15;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05446;0393;RUE DE HEEMBEEK 241;241 HEEMBEEKSESTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8935603, 4.3830619
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05591;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05575;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05598;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05566;0398;RUE DU CRAETVELD 116-144;116-144 KRAATVELDSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8996873, 4.3857006
B-;B;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05856;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05850;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06398;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B-;B;16;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06402;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06407;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B-;B;18;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06401;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06421;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B-;B;19;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06397;0430;RUE SAINTS-PIERRE ET PAUL 7;7 SINT-PIETER EN PAUWELSSTR.;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8979252, 4.3876146
B-;B;21;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06480;0431;RUE DU CRAETVELD 98;98 KRAATVELD;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8969897, 4.3853584
C-;C;96;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02582;0097;RUE DU PONT-NEUF 12;12 NIEUWBRUG;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.854545, 4.3528124
B+;B;11;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05980;0407;RUE LOCQUENGHIEN 20;20 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8537945, 4.3442694
B;B;14;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05982;0407;RUE LOCQUENGHIEN 20;20 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8537945, 4.3442694
B+;B;12;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05990;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
A+;A;13;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05997;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
B+;B;12;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05995;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
B-;B;15;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;05998;0408;RUE LOCQUENGHIEN 28;28 LOCQUENGHIENSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8538282, 4.3439032
C-;C;30;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;01222;0069;RUE DE L'HARMONIE 7;7 HARMONIESTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8580365, 4.3533026
C;C;25;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03636;0130;RUE DE L'HARMONIE 11;11 HARMONIESTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8581345, 4.3531481
C;C;26;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03634;0130;RUE DE L'HARMONIE 11;11 HARMONIESTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8581345, 4.3531481
C-;C;27;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04783;0344;RUE NICOLAY 10;10 NICOLAYSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8932621, 4.3834057
A-;A;8;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06378;0427;ALLEE VERTE 116;116 GROENDREEF;1000;Bruxelles;Brussel;Nord;Noord;50.8711707, 4.3604177
A-;A;5;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06377;0427;ALLEE VERTE 116;116 GROENDREEF;1000;Bruxelles;Brussel;Nord;Noord;50.8711707, 4.3604177
A;A;5;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06374;0427;ALLEE VERTE 116;116 GROENDREEF;1000;Bruxelles;Brussel;Nord;Noord;50.8711707, 4.3604177
A-;A;10;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06386;0428;RUE MASUI 96;96 MASUISTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8677499, 4.3598666
B+;B;13;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06389;0428;RUE MASUI 96;96 MASUISTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8677499, 4.3598666
B+;B;12;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06384;0428;RUE MASUI 96;96 MASUISTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8677499, 4.3598666
A-;A;10;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06755;0442;RUE DE L'ECLUSIER COGGE 29/31;29/31 SLUISMEESTER COGGESTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8692072, 4.3611989
C+;C;22;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;03878;0159;RUE VAN ARTEVELDE 100;100 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484992, 4.3474448
C;C;24;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;03872;0159;RUE VAN ARTEVELDE 100;100 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484992, 4.3474448
